id,host_id,host_name,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
13109949,72881006,Lane,40.69375,-73.95208000000001,Private room,1,2,2016-06-20,0.05,1,0,50
7368190,3890297,Babita,40.73943,-73.98135,Entire home/apt,3,20,2019-03-08,0.42,1,0,199
14745847,39939354,Roberto,40.75797,-73.97004,Entire home/apt,7,29,2019-06-22,0.86,1,31,150
27682748,3800338,Marie,40.645990000000005,-73.95985999999999,Private room,2,2,2019-07-01,2.0,1,77,50
19673076,2983089,Robert,40.68308,-73.9912,Entire home/apt,30,57,2019-07-06,2.74,1,84,175
14176519,702652,Ivana,40.70925,-73.95255,Entire home/apt,3,17,2019-06-28,0.48,1,31,153
32408700,23260853,Rich,40.76889,-73.92957,Entire home/apt,2,4,2019-06-17,0.92,1,14,125
21304935,154184894,Mike,40.6939,-73.73104000000001,Private room,2,0,,,2,0,130
25982477,191087534,Pj,40.71852,-73.99803,Entire home/apt,3,0,,,1,0,200
29628681,223027077,Keegan,40.7631,-73.95866,Entire home/apt,1,2,2018-12-30,0.25,1,0,150
18274492,5949541,Helen,40.58023,-74.10725,Entire home/apt,3,68,2019-06-30,2.55,1,50,80
13415925,11017415,Emmett,40.83041,-73.91838,Entire home/apt,1,0,,,1,0,75
9260951,3509166,Anders,40.76375,-73.98885,Entire home/apt,20,0,,,1,0,142
20503786,145693309,Max,40.66202,-73.96195,Entire home/apt,16,0,,,1,0,80
20949050,150647463,Eréz,40.69814,-73.93033,Private room,14,2,2018-12-22,0.11,2,180,30
27252114,200380610,Pranjal,40.75909,-73.96398,Entire home/apt,30,0,,,65,364,154
16390105,2455580,Ithai,40.68529,-73.97365,Entire home/apt,3,0,,,1,0,225
21483653,66234873,Zach,40.69657,-73.94235,Private room,5,62,2019-06-23,3.58,1,12,50
27927147,2702372,Esther,40.64614,-74.0064,Private room,2,12,2019-06-30,1.16,1,41,50
18239613,28260191,Matthew,40.685829999999996,-73.95296,Private room,35,1,2018-08-01,0.09,1,75,47
33363343,7230979,Seth,40.71867,-73.96163,Private room,2,1,2019-05-19,0.59,1,44,100
34686293,131234868,Salome,40.85658,-73.93021,Private room,3,1,2019-07-03,1.0,1,81,125
24799677,25109819,Stefanos,40.759890000000006,-73.91571,Private room,1,5,2018-05-30,0.35,1,0,40
20055242,142465460,Yvette,40.66645,-73.85923000000001,Entire home/apt,14,27,2019-06-16,1.67,1,81,100
35316337,213208277,Darry,40.64212,-73.99361,Shared room,5,2,2019-06-27,2.0,8,333,30
14917765,24421177,Eduardo,40.86932,-73.90057,Private room,2,56,2019-06-12,1.68,1,38,30
804388,4233879,Karen,40.68631,-73.96802,Entire home/apt,5,5,2015-11-14,0.06,1,0,63
21163689,146481790,Sneha,40.6926,-73.9639,Private room,1,4,2017-12-03,0.19,1,0,95
294717,1523610,Marissa,40.71095,-73.95239000000001,Private room,3,17,2015-05-20,0.19,1,0,125
16175740,105074140,Emmy,40.76153,-73.80304,Private room,1,69,2019-02-27,2.19,4,0,38
4232356,9368118,Peter,40.77065,-73.95163000000001,Entire home/apt,1,0,,,1,0,150
6543312,18342421,Patty,40.73963,-73.99898,Entire home/apt,4,5,2017-01-05,0.1,1,0,175
34515538,141426597,Lester,40.857620000000004,-73.93175,Private room,3,3,2019-06-30,2.05,3,179,115
22076359,161268152,Maytal And Ken,40.6838,-73.96176,Entire home/apt,1,42,2019-06-09,2.25,2,308,399
26164204,45062059,Akriti,40.67259,-73.98324000000001,Entire home/apt,2,15,2019-06-16,2.02,1,174,130
35660065,268110281,Sergii,40.69258,-73.91168,Shared room,30,0,,,3,330,32
3312276,14214034,Desmar,40.814440000000005,-73.92515999999999,Entire home/apt,2,85,2019-06-09,1.41,2,253,75
11068607,57452929,Jonathan,40.70673,-73.92695,Private room,2,134,2019-07-01,3.26,1,2,79
27504290,33467956,Risa,40.717859999999995,-73.95434,Entire home/apt,1,15,2019-07-07,1.33,1,8,175
28083998,210297251,Grisel,40.67718,-73.95852,Private room,2,1,2018-09-14,0.1,1,0,70
32181226,27891261,Glenn,40.709,-74.01221,Entire home/apt,30,2,2019-06-15,0.86,1,126,160
12904840,27634654,Elena,40.6311,-74.03022,Private room,30,5,2018-01-03,0.13,2,0,35
3692566,2673332,Alexandra,40.64295,-73.97632,Entire home/apt,3,20,2018-08-14,0.34,1,9,395
17465159,12302104,Anna,40.723859999999995,-73.98105,Private room,1,134,2019-06-07,4.69,2,251,72
22862864,138706642,Kayla,40.72011,-73.99535,Private room,1,1,2018-02-03,0.06,1,0,125
31459956,37891510,Carlos & Lina,40.687090000000005,-73.85982,Private room,4,10,2019-06-26,1.81,2,360,55
35342841,22412963,Anne,40.74216,-73.99363000000001,Entire home/apt,1,1,2019-06-25,1.0,3,210,180
6499870,33975064,Jessica,40.80571,-73.95429,Entire home/apt,3,2,2016-08-06,0.04,1,0,150
19312705,42947876,Susan,40.686640000000004,-73.96285999999999,Entire home/apt,5,11,2018-08-08,0.46,1,10,212
11941755,63755360,Matt,40.72548,-73.9857,Entire home/apt,2,72,2019-06-24,1.82,1,0,133
13938420,25718914,Ainslie And John,40.659659999999995,-73.95600999999999,Private room,2,160,2019-07-02,4.44,2,136,85
19069649,133130315,Artem,40.76398,-73.986,Private room,3,12,2019-04-28,0.57,6,179,99
22833434,17848380,Yi Qun,40.79551,-73.97221,Private room,1,14,2018-12-08,0.81,3,360,120
9738193,30968452,Ellen,40.68881,-73.92017,Private room,3,5,2018-01-02,0.12,1,365,75
12872882,4391441,Mark,40.70678,-73.94918,Entire home/apt,2,84,2019-05-29,2.19,1,8,190
10789121,329931,Patricia,40.67393,-73.9546,Private room,7,0,,,1,0,33
33102485,141645843,Gedan,40.68093,-73.79713000000001,Private room,1,9,2019-07-06,2.67,2,113,45
35584234,267739313,Tim,40.72056,-73.98894,Entire home/apt,7,1,2019-06-22,1.0,1,306,210
33528511,7594732,Lele,40.79433,-73.94414,Private room,2,0,,,1,103,70
8000716,3348610,Ronnie,40.75014,-73.99069,Entire home/apt,6,17,2019-06-16,0.37,1,0,250
10031902,51501835,Jeniffer,40.76262,-73.99283,Entire home/apt,30,3,2019-05-24,0.08,31,210,150
20589880,5305576,Leigh,40.76704,-73.98484,Entire home/apt,60,5,2019-02-15,0.42,1,76,115
30565063,61560050,Bárbara,40.70279,-73.91346999999999,Private room,2,2,2019-01-01,0.32,1,0,55
18517584,550009,Jenya,40.72215,-73.94203,Entire home/apt,4,0,,,1,0,137
2931544,3136117,Meg,40.73487,-73.95626999999999,Entire home/apt,3,9,2017-04-20,0.16,1,0,185
33683932,17879327,Hannah,40.70783,-73.95430999999999,Private room,3,3,2019-06-25,1.17,1,47,90
27784090,20448671,Kandi,40.70936,-73.9437,Private room,2,16,2019-02-24,1.55,3,215,75
30394518,107434423,Blueground,40.705709999999996,-74.01509,Entire home/apt,30,1,2019-02-15,0.21,232,142,189
34056679,254112876,David,40.79787,-73.93568,Private room,2,3,2019-06-30,2.43,2,175,90
26897453,135093573,Georgina,40.756479999999996,-73.93389,Entire home/apt,3,48,2019-06-23,4.15,1,209,80
17819994,20846509,Ludvig,40.671479999999995,-73.97766,Private room,9,4,2017-11-11,0.18,1,0,95
27838541,104885443,Maiko,40.769420000000004,-73.92772,Entire home/apt,2,3,2019-01-04,0.47,2,0,130
747538,2293050,Nick,40.676520000000004,-73.9614,Private room,2,167,2019-07-03,4.16,1,320,61
34517087,260577152,Royalton Park Avenue,40.74365,-73.98716999999999,Private room,1,0,,,10,363,350
7843696,41330687,Alex,40.73363,-73.98545,Private room,1,0,,,1,0,79
15940328,78619120,Dominique,40.77145,-73.93008,Entire home/apt,4,78,2019-07-07,2.74,1,201,100
22850413,114418657,Christopher,40.80095,-73.96725,Private room,90,0,,,1,90,60
25085980,86351586,L,40.819359999999996,-73.95788,Shared room,1,2,2018-09-30,0.15,1,89,95
13864653,1905137,Ryan,40.7317,-73.95473,Private room,2,8,2016-11-16,0.23,1,0,100
30824786,230574578,Haru,40.74946,-73.99614,Private room,2,17,2019-06-24,2.8,1,11,75
28208177,213049308,Cen,40.75501,-73.83315,Private room,1,37,2019-06-10,3.85,3,0,120
32942981,51596474,Antony,40.58462,-73.97155,Shared room,10,0,,,12,0,25
21755710,15811194,Gerry,40.67322,-73.91018000000001,Private room,3,30,2019-05-20,1.62,1,62,49
20277166,10217532,David,40.64844,-73.96726,Entire home/apt,5,4,2019-04-24,0.18,1,3,115
21088326,2749543,Philip,40.71587,-73.9989,Private room,2,1,2017-10-11,0.05,1,0,100
5386402,4624753,Casey,40.71395,-73.96298,Entire home/apt,4,0,,,1,0,155
21311240,154239561,Ismael,40.71198,-73.95787,Entire home/apt,2,45,2019-06-30,2.16,2,268,200
34935477,65814872,Parisa,40.72916,-73.98228,Entire home/apt,30,0,,,1,90,250
36164533,29535980,Tiffany,40.70671,-73.95076,Private room,7,0,,,1,210,65
472052,2341078,George,40.771370000000005,-73.98943,Entire home/apt,5,13,2014-08-22,0.15,1,0,180
17875156,56076854,Miranda,40.69377,-73.91269,Private room,5,84,2019-07-05,3.04,2,316,40
35425001,65960619,Andrea,40.73523,-73.98142,Entire home/apt,1,0,,,1,14,160
4637858,5552587,Chris,40.69492,-73.95839000000001,Private room,5,14,2017-09-25,0.25,1,306,99
8652653,21169602,Jonathan,40.727140000000006,-73.95088,Entire home/apt,1,3,2019-03-31,0.11,1,0,200
9589086,21086012,Babak,40.69422,-73.94615999999999,Private room,1,4,2016-08-22,0.09,1,0,76
17682955,54677014,Andrea,40.822790000000005,-73.9517,Private room,2,72,2019-06-25,2.59,1,160,79
20620647,145801588,Aaron,40.7538,-73.97355,Private room,3,3,2017-09-14,0.13,4,357,389
255476,1302029,Bree,40.7116,-73.9529,Private room,30,30,2019-05-31,0.8,1,91,89
2279335,7009234,Sarah,40.71947,-73.9552,Entire home/apt,2,3,2015-10-19,0.06,1,0,250
27214615,200380610,Pranjal,40.73495,-74.00033,Entire home/apt,30,0,,,65,364,483
4297952,22305520,James,40.7492,-73.99847,Entire home/apt,2,194,2019-07-06,3.37,2,178,199
30292454,119051571,Sou,40.69319,-73.96093,Private room,1,1,2019-05-05,0.45,2,52,41
26748374,183563796,Michal,40.64282,-73.98779,Entire home/apt,2,2,2019-01-02,0.19,1,0,70
748656,1687335,Aimée,40.76372,-73.79201,Shared room,5,2,2017-08-01,0.08,1,0,108
21250819,27187487,Summer,40.856320000000004,-73.88631,Private room,3,7,2019-05-19,0.38,2,357,35
17790276,116754031,Rosemary,40.63159,-73.92724,Entire home/apt,2,3,2019-06-27,1.14,3,180,170
19331686,1965001,Bibi,40.70111,-73.92676999999999,Entire home/apt,2,0,,,1,66,150
13309259,33386679,Sarah,40.67512,-73.95248000000001,Private room,1,1,2016-06-26,0.03,2,0,80
22088784,161360183,Sarah,40.68015,-73.98795,Entire home/apt,3,2,2018-03-02,0.11,1,0,115
13846934,81747071,Oleg,40.80227,-73.95571,Entire home/apt,3,34,2019-04-08,0.96,1,0,165
6138423,1978841,Diane,40.79233,-73.9643,Entire home/apt,4,6,2019-06-06,0.13,1,274,950
9550485,34691404,Noah,40.72501,-74.00353,Private room,3,2,2016-03-05,0.05,1,0,90
1906604,6806417,Jonathan,40.76019,-73.99586,Entire home/apt,4,8,2016-05-25,0.12,1,0,499
23873057,13754273,Erin,40.71999,-73.9417,Private room,2,6,2018-07-31,0.45,1,0,60
4902497,25237492,Juliana,40.760670000000005,-73.9602,Entire home/apt,30,11,2018-03-31,0.21,34,274,165
23072371,65171233,Cha,40.74252,-73.8899,Private room,3,21,2019-07-01,1.27,2,111,31
8047711,23027887,John,40.72569,-73.95179,Private room,4,2,2015-12-30,0.04,1,0,55
13883481,8201520,Dhruv,40.68461,-73.95084,Private room,2,0,,,1,0,65
16352907,71698853,Sarah,40.785920000000004,-73.97331,Entire home/apt,2,1,2017-01-02,0.03,1,0,100
25618970,249006,Samuel,40.7213,-73.96042,Entire home/apt,5,11,2019-06-29,0.92,1,0,200
5979675,7039396,Sol And Coach,40.68085,-73.88895,Entire home/apt,1,91,2019-06-29,1.81,2,255,79
28245313,17893196,Jillian,40.8238,-73.94794,Entire home/apt,2,5,2019-05-19,0.57,1,5,145
29391852,131305000,David,40.69552,-73.91165,Private room,3,16,2019-06-17,1.82,1,74,65
35023464,146005201,Aaron Paul,40.75821,-73.96313,Entire home/apt,30,0,,,1,310,650
16545297,36232131,Pablo,40.74354,-73.90093,Private room,3,0,,,1,90,100
235960,1236817,Blue,40.720659999999995,-73.98506,Entire home/apt,3,100,2018-05-28,1.06,1,191,200
2268845,1531465,Jim,40.74438,-73.97744,Entire home/apt,1,0,,,1,0,400
6261890,32537024,Steve,40.712340000000005,-73.94085,Entire home/apt,30,63,2018-09-12,1.25,1,321,100
22292535,13262918,Glenn,40.711529999999996,-73.95743,Private room,1,13,2019-04-27,0.73,3,11,85
7479520,9942424,Ilinca,40.71326,-73.9542,Private room,10,0,,,1,0,50
6161282,31963371,Rajan,40.71014,-73.96253,Entire home/apt,3,78,2018-11-08,1.53,1,0,275
36456829,6677425,Isabel,40.79753,-73.96155,Shared room,2,0,,,2,49,55
33944331,255190901,Michael,40.74602,-73.98486,Entire home/apt,3,20,2019-06-22,7.89,1,86,339
30797190,37891510,Carlos & Lina,40.68577,-73.85984,Private room,3,10,2019-07-04,2.14,2,54,45
4445185,7351,Tanda,40.66483,-73.98892,Private room,2,11,2018-09-04,0.2,3,87,84
7311209,1641537,Lauren,40.72503,-73.93909000000001,Private room,7,7,2016-03-09,0.15,2,0,53
17108306,108795105,Danni,40.78471,-73.95054,Private room,4,7,2018-01-01,0.26,1,188,89
28887506,184090548,Emanuel & Orion,40.7107,-73.95785,Private room,2,13,2019-05-18,1.79,3,335,105
805793,4241831,Timothy,40.76108,-73.9274,Entire home/apt,14,0,,,1,0,150
32104047,194953121,Christian,40.75204,-73.97278,Entire home/apt,2,0,,,1,132,699
1798500,310670,Vie,40.863170000000004,-73.82494,Private room,2,32,2019-01-01,0.46,13,363,75
32527742,17535511,Celina,40.69573,-73.95076,Entire home/apt,2,0,,,1,0,150
3349699,19402,Susanna,40.709720000000004,-73.95576,Entire home/apt,5,37,2019-04-26,0.76,1,86,150
9789339,10338528,Jared,40.654109999999996,-73.95815999999999,Private room,4,8,2018-12-26,0.19,1,173,55
1059891,11837926,Anthony,40.76463,-73.98111999999999,Private room,7,44,2019-05-31,0.74,3,365,150
21213095,153251827,Maria,40.70278,-73.90229000000001,Private room,1,37,2019-07-02,2.58,1,75,55
26450173,25545946,Tyler,40.70772,-73.9118,Private room,2,0,,,1,88,80
26627587,199954647,Danny,40.696659999999994,-73.83415,Entire home/apt,3,15,2019-01-01,1.33,1,0,100
21151290,11571496,Carmela,40.68824,-73.91628,Entire home/apt,2,92,2019-06-23,4.33,2,4,148
27875973,4359156,Alexandra,40.70856,-73.96632,Private room,2,2,2019-07-03,2.0,1,10,90
16443103,107836121,Svetlana,40.76555,-73.98029,Entire home/apt,5,1,2017-10-16,0.05,1,0,150
4512093,11760806,Raj,40.79994,-73.97001,Private room,1,1,2019-05-23,0.64,1,88,299
30541377,60939718,Tisya,40.825759999999995,-73.94454,Private room,5,1,2018-12-20,0.15,1,0,43
22338452,4122771,Kara,40.72813,-73.98132,Entire home/apt,2,0,,,1,0,175
3866843,1475015,Mike,40.769079999999995,-73.98483,Entire home/apt,30,5,2019-03-16,0.1,52,365,87
14489615,8552126,Claudius,40.66933,-73.77818,Entire home/apt,3,60,2019-05-12,1.71,2,0,60
9115832,47501348,Margot,40.698240000000006,-73.93231,Private room,1,0,,,1,0,60
30293703,36332698,Lisa,40.79009,-73.97544,Entire home/apt,1,0,,,1,0,2999
1347175,7309046,Bojana,40.88166,-73.91103000000001,Private room,3,0,,,1,353,90
28901091,171212377,Lali,40.688320000000004,-73.97731,Entire home/apt,3,38,2019-07-06,4.15,1,122,175
26147702,158215530,Deon,40.82714,-73.92528,Private room,1,0,,,2,179,200
12990502,2736755,Marian,40.77091,-73.91875,Private room,2,36,2019-06-24,0.96,2,0,40
2895820,5454390,Tracy & Matt,40.73362,-73.9892,Private room,2,255,2019-07-07,4.05,1,41,113
22545284,3073721,Jennifer,40.65398,-73.94399,Entire home/apt,2,52,2019-01-01,3.54,1,0,85
9714870,202665,Joy & Jesse,40.68675,-73.95865,Entire home/apt,5,4,2017-11-25,0.12,1,0,120
9885501,1762558,Evan,40.72143,-73.97892,Private room,2,24,2017-04-28,0.56,1,0,89
19221072,63236560,Catherine,40.79835,-73.97242,Private room,7,3,2019-06-03,0.13,1,321,110
33943994,18765976,Mihail,40.69932,-73.91575999999999,Private room,1,7,2019-06-16,2.63,4,61,65
3817304,6615826,Chad,40.74219,-73.92585,Private room,5,6,2019-06-24,1.41,1,54,50
33718046,253192168,Romeo,40.73037,-74.00497,Entire home/apt,2,0,,,1,270,1799
811299,4231668,Darren,40.68515,-73.99055,Entire home/apt,5,42,2017-01-02,0.53,1,0,119
20662043,109016966,Jorge,40.646409999999996,-73.94955999999999,Private room,1,20,2019-07-05,0.88,1,244,50
20676841,147952036,Mimi,40.61353,-74.06724,Private room,2,88,2019-06-24,4.73,1,114,55
13654166,79305630,Elvira,40.59535,-73.98946,Entire home/apt,4,80,2019-07-01,2.53,2,107,109
32860550,247212166,Issouf,40.81058,-73.9069,Private room,5,0,,,1,179,80
501082,2471671,Joyce,40.82392,-73.94205,Private room,30,185,2019-06-07,2.15,1,302,79
30904692,164692370,Jared,40.67405,-73.95264,Private room,14,2,2019-03-19,0.34,1,0,31
11639940,2375701,Paul,40.7307,-73.95568,Private room,1,1,2016-03-12,0.02,1,0,66
20918850,8245913,John,40.78747,-73.96928,Entire home/apt,3,0,,,1,0,330
34088861,44914887,Theo,40.64692,-73.96696,Entire home/apt,3,5,2019-07-05,5.0,1,51,105
27237591,205031545,Red Awning,40.75425,-73.96556,Entire home/apt,3,4,2019-05-28,0.36,49,249,737
30158061,8189649,Samantha,40.718759999999996,-73.94436,Private room,3,0,,,1,0,96
30059491,46093850,Caroline,40.68137,-73.95714,Private room,1,2,2018-12-29,0.26,1,311,100
23089441,12872352,Jada,40.75881,-73.96295,Entire home/apt,1,0,,,3,267,325
36407969,273741577,Lynn,40.72388,-73.98354,Entire home/apt,1,0,,,1,35,178
27159664,53365451,Brigid,40.6939,-73.93239,Private room,6,2,2019-01-01,0.18,1,0,50
8065705,42601948,Tyson,40.80115,-73.96043,Private room,1,0,,,1,0,60
29054973,188741104,Susan,40.80872,-73.94274,Entire home/apt,31,25,2019-06-18,2.81,4,91,200
16395800,78497102,Ira,40.71777,-73.98526,Private room,1,6,2018-01-01,0.2,1,0,99
19608383,17555570,Yan,40.66895,-73.9235,Private room,1,88,2019-06-26,3.59,12,61,53
20600357,147210078,Bruce & Cyrina,40.65108,-73.95416999999999,Private room,2,38,2019-06-22,1.67,4,0,44
11317209,20527254,Eddy,40.70821,-73.94719,Private room,2,9,2016-12-05,0.25,1,0,65
18005835,32806463,Eugene,40.72886,-73.9883,Private room,1,0,,,1,0,150
30144337,44434863,Johnathan,40.64564,-74.01867,Private room,1,1,2018-12-28,0.15,1,365,75
22480137,48088611,Alberto,40.74751,-73.98725,Entire home/apt,7,3,2018-08-22,0.17,2,155,208
9474607,43951918,Mian,40.75553,-73.9923,Entire home/apt,4,0,,,1,0,280
8760442,45937956,Fahim,40.75115,-73.8939,Entire home/apt,3,91,2019-06-24,2.11,2,50,85
34490373,260639745,Manhattan At Times Square,40.76175,-73.9857,Private room,1,0,,,15,359,300
15113377,64821734,Whit,40.67933,-73.96219,Entire home/apt,2,16,2017-08-06,0.48,1,35,150
13507377,32706119,Shanee,40.66769,-73.98886,Entire home/apt,3,39,2019-06-25,1.07,2,226,190
19018987,170553,Hilary,40.77565,-73.98684,Entire home/apt,6,0,,,1,105,389
25480524,95777134,Carlos,40.77263,-73.98997,Private room,3,57,2019-06-30,4.23,1,48,120
10354038,22423634,Peter,40.677409999999995,-74.0139,Entire home/apt,3,12,2017-09-20,0.3,1,0,95
9765276,37821056,Nichole,40.6518,-73.95894,Private room,7,13,2018-07-27,0.3,4,346,39
7953819,2665690,Mercedes,40.68432,-73.93226999999999,Entire home/apt,30,10,2017-01-03,0.25,1,30,150
2175827,909577,Jaclyn,40.71354,-73.96183,Private room,2,183,2019-06-30,3.03,3,154,75
34421245,840868,Ric,40.85112,-73.93851,Entire home/apt,4,0,,,2,67,91
83847,410094,Yvette,40.724509999999995,-73.98094,Entire home/apt,2,33,2019-01-02,0.33,1,0,225
4136596,21459667,Joanna,40.72005,-73.98649,Entire home/apt,30,35,2019-06-26,0.61,1,286,200
535352,2630351,Dawn,40.79358,-73.97043000000001,Entire home/apt,3,36,2019-07-02,0.5,1,21,102
11488593,2856748,Ruchi,40.750659999999996,-73.97036999999999,Entire home/apt,30,0,,,49,364,198
4598265,23834677,Kumar,40.82863,-73.94358000000001,Entire home/apt,1,242,2019-06-30,4.4,2,238,155
27489188,27336207,Juan Eduardo,40.735690000000005,-73.98097,Entire home/apt,3,6,2019-05-19,0.56,2,0,160
25134727,175513439,Benjamin,40.6882,-73.95381,Entire home/apt,30,1,2018-07-29,0.09,1,189,217
63588,295128,Carol Gloria,40.81309,-73.85514,Private room,2,0,,,7,349,90
30915138,226764496,A. Nicholas,40.76574,-73.9583,Private room,1,5,2019-06-03,0.74,4,2,80
35129203,30532557,Eibhlin,40.68763,-73.92694,Private room,30,0,,,5,247,39
28369910,214190693,Samantha,40.85536,-73.90241999999999,Shared room,1,3,2019-02-23,0.31,1,83,55
23024273,108029974,Agustina,40.728390000000005,-73.99436999999999,Entire home/apt,6,12,2019-06-14,0.84,4,52,495
35428765,44452858,Taner,40.86639,-73.92369000000001,Entire home/apt,7,0,,,1,8,150
9488756,1657540,Charlie,40.68023,-73.94487,Private room,7,2,2015-12-07,0.05,1,0,70
28867312,217642569,Jci,40.68456,-73.94962,Private room,2,5,2019-05-21,0.57,3,64,200
21081721,48861932,Sydney,40.71389,-73.98889,Private room,1,9,2018-07-06,0.42,1,0,80
30651057,48146336,Irina,40.76157,-73.99358000000001,Entire home/apt,30,1,2019-02-11,0.2,20,331,190
34572976,224414117,Gabriel,40.756879999999995,-73.99861999999999,Private room,1,5,2019-07-02,4.17,30,348,999
13694129,71886811,W. Alvaro,40.81596,-73.95999,Private room,6,34,2019-03-27,0.93,3,90,86
16846462,28297517,Sabrina,40.68841,-73.95082,Entire home/apt,2,54,2019-06-02,1.91,1,267,140
7324746,942252,Kimberly,40.67885,-73.96838000000001,Private room,1,8,2015-09-02,0.17,2,0,99
16741935,75064270,Audrey,40.70932,-74.00536,Private room,5,2,2018-06-09,0.11,2,365,210
35977480,270651073,Nazesta,40.5954,-73.7764,Private room,3,0,,,1,363,50
34508565,14171579,Mark,40.76335,-73.92769,Entire home/apt,3,5,2019-07-07,5.0,1,254,140
13157343,73459264,Leslie,40.86383,-73.92905,Entire home/apt,4,7,2019-01-02,0.19,1,0,105
51850,27848,Jullett,40.67252,-73.76597,Private room,2,52,2019-05-20,0.49,2,365,55
28668546,216304678,Bryan,40.654090000000004,-73.94214000000001,Private room,3,13,2019-06-08,1.41,5,341,46
19603487,137829485,Barron,40.81232,-73.94112,Private room,7,1,2018-03-17,0.06,1,17,45
9296089,34734634,David,40.791740000000004,-73.97755,Entire home/apt,6,0,,,1,0,200
15370219,30494687,Eduardo,40.80887,-73.94889,Private room,3,3,2017-07-01,0.09,1,0,90
10967749,834052,A.J.,40.76254,-73.99974,Entire home/apt,7,5,2018-11-03,0.14,1,122,259
26360690,21184527,Jackson,40.65529,-73.95971,Entire home/apt,1,16,2019-06-17,1.32,1,0,130
34013463,15734998,Lisa,40.669129999999996,-73.94028,Entire home/apt,2,2,2019-07-06,2.0,1,9,91
33473125,231138233,Filiz,40.78974,-73.94933,Entire home/apt,1,17,2019-06-18,5.93,5,83,165
31315991,195650850,Jasmine,40.71218,-73.94615999999999,Private room,3,1,2019-03-30,0.3,1,0,60
16159901,69545883,Chayla,40.75228,-73.97185,Private room,2,1,2016-12-30,0.03,12,365,799
57468,239208,Ori,40.72821,-73.98701,Entire home/apt,3,205,2019-06-23,1.96,1,0,189
22159096,26328221,Geoff,40.65413,-74.00242,Entire home/apt,2,19,2019-06-09,0.99,2,15,180
35425034,107724585,Jessie,40.71035,-74.00734,Entire home/apt,30,0,,,2,346,185
6631351,34712280,Helen,40.68606,-73.95832,Entire home/apt,2,16,2019-07-07,1.7,1,10,91
36139906,34274867,Sarah,40.85453,-73.93562,Entire home/apt,4,0,,,1,319,300
1530919,4045167,Manuel,40.71908,-73.99976,Entire home/apt,1,2,2015-03-18,0.03,1,207,150
1971200,10178252,Tino,40.76636,-73.98634,Private room,3,160,2019-05-31,2.36,1,133,99
7664863,40236384,Oates,40.65933,-73.95931,Private room,1,35,2017-04-30,0.73,2,0,65
18795229,130822245,Joe Berat,40.72661,-73.86046,Entire home/apt,1,89,2019-06-23,3.42,1,157,70
5605790,28690907,Dwayne,40.69363,-73.91329,Entire home/apt,1,76,2019-07-03,2.95,2,81,220
30885287,211549023,Studioplus,40.74657,-73.98685,Entire home/apt,2,12,2019-06-03,2.0,13,304,240
12966504,28709982,Sidiq,40.718270000000004,-73.95494000000001,Entire home/apt,3,51,2019-06-09,1.36,3,71,219
10340994,50828435,Madonna,40.62317,-74.02535,Private room,1,1,2016-01-27,0.02,1,0,55
620214,3073291,David,40.76408,-73.92461,Entire home/apt,14,0,,,1,0,175
19767346,37092956,Edward,40.76358,-73.98015,Private room,6,0,,,1,0,72
35164652,76583399,Kinga,40.59125,-74.08046999999999,Entire home/apt,3,1,2019-06-24,1.0,1,119,195
35933715,270277478,Marina,40.7564,-73.92101,Private room,3,0,,,1,250,85
33621795,257565053,The Redford,40.7211,-73.9893,Private room,1,0,,,2,162,135
35121742,13583451,K,40.6573,-73.96134,Entire home/apt,4,1,2019-06-05,0.88,1,7,94
8130551,13164593,Majd,40.802659999999996,-73.96465,Private room,1,0,,,1,0,88
19054683,97907084,Kim,40.902809999999995,-73.85200999999999,Entire home/apt,1,0,,,1,0,28
29181147,41541593,Zoe,40.80324,-73.96555,Private room,10,4,2019-01-15,0.49,1,19,70
7451145,918087,Kestrel,40.686859999999996,-73.94973,Entire home/apt,1,1,2015-12-20,0.02,3,0,150
12293900,11206175,Kris,40.72163,-73.90612,Entire home/apt,30,17,2019-04-26,0.47,2,325,96
10127534,24673896,Jun,40.73182,-74.01,Entire home/apt,4,4,2017-01-01,0.1,1,0,165
13606337,78727422,Xiaoxu,40.80325,-73.96433,Private room,10,1,2016-07-19,0.03,1,0,50
34243440,16072483,Danilo,40.774190000000004,-73.91113,Private room,2,5,2019-07-02,2.31,1,11,30
19912065,141025502,Aleksandr,40.59408,-73.94372,Entire home/apt,4,13,2019-06-07,0.68,1,111,95
24699629,5160639,Matthew,40.70434,-73.91935,Entire home/apt,2,19,2019-06-16,2.18,1,2,190
34022109,26973868,Jhunior,40.842209999999994,-73.93705,Entire home/apt,4,4,2019-06-30,1.88,1,51,90
17500994,87889145,Avon,40.64458,-73.90285,Entire home/apt,2,68,2019-07-01,3.5,1,240,59
18076385,65974774,Geo,40.77581,-73.956,Entire home/apt,7,0,,,3,207,510
7919636,41760536,Austin,40.7695,-73.95115,Private room,1,0,,,1,0,100
25483095,113146341,Amanda,40.76983,-73.98734,Private room,1,1,2018-06-10,0.08,1,0,114
10592839,4745560,Michelle,40.70158,-73.91851,Entire home/apt,1,0,,,1,0,130
31119965,228900167,Xi,40.7505,-73.94381,Entire home/apt,1,29,2019-06-17,4.86,1,148,200
23188573,132883674,Derek,40.847770000000004,-73.94178000000001,Private room,1,0,,,3,0,90
