Date,Daily_min
8/1/85,12.2
9/1/85,14.4
10/1/85,13.7
11/1/85,14.5
12/1/85,14.1
13/1/85,14.4
14/1/85,19.7
15/1/85,16.5
16/1/85,15.9
17/1/85,11.8
18/1/85,12
19/1/85,11.4
20/1/85,14.4
21/1/85,12.4
22/1/85,15.1
23/1/85,15.6
24/1/85,15.2
25/1/85,12.8
26/1/85,13.3
27/1/85,17.5
28/1/85,15.4
29/1/85,13.5
30/1/85,16.7
31/1/85,15.2
1/2/85,14.9
2/2/85,10.2
3/2/85,13.6
4/2/85,19
5/2/85,15.7
6/2/85,18
7/2/85,14.8
8/2/85,13.9
9/2/85,13
10/2/85,15.3
11/2/85,14.3
12/2/85,15.6
13/2/85,16
14/2/85,14.9
15/2/85,11.1
16/2/85,14.8
17/2/85,13
18/2/85,12.2
19/2/85,10.9
20/2/85,14.6
21/2/85,16.6
22/2/85,18.1
23/2/85,13.4
24/2/85,10.3
25/2/85,13.6
26/2/85,13.8
27/2/85,10.3
28/2/85,11
1/3/85,14.3
2/3/85,15.5
3/3/85,14.7
4/3/85,12.7
5/3/85,10.7
6/3/85,12.6
7/3/85,9.8
8/3/85,13.2
9/3/85,15.2
10/3/85,16.6
11/3/85,21
12/3/85,22.4
13/3/85,17
14/3/85,21.7
15/3/85,21.4
16/3/85,18.6
17/3/85,16.2
18/3/85,16.8
19/3/85,17
20/3/85,18.4
21/3/85,17.2
22/3/85,18.4
23/3/85,18.8
24/3/85,16.5
25/3/85,13.3
26/3/85,12.2
27/3/85,11.3
28/3/85,13.8
29/3/85,16.6
30/3/85,14
31/3/85,14.3
1/4/85,16.4
2/4/85,11.9
3/4/85,15.7
4/4/85,17.6
5/4/85,17.5
6/4/85,15.9
7/4/85,16.2
8/4/85,16
9/4/85,15.9
10/4/85,16.2
11/4/85,16.2
12/4/85,19.5
13/4/85,18.2
14/4/85,21.8
15/4/85,15.1
16/4/85,11
17/4/85,8.1
18/4/85,9.5
19/4/85,9.3
20/4/85,10.6
21/4/85,6.3
22/4/85,8.6
23/4/85,6.8
24/4/85,8.7
25/4/85,8.4
26/4/85,9.3
27/4/85,10
28/4/85,10.5
29/4/85,12
30/4/85,10.1
1/5/85,9.4
2/5/85,10.1
3/5/85,8
4/5/85,10.6
5/5/85,13.6
6/5/85,15.4
7/5/85,9
8/5/85,10.4
9/5/85,11
10/5/85,12.1
11/5/85,13.4
12/5/85,11.3
13/5/85,6.7
14/5/85,9.8
15/5/85,10.8
16/5/85,7.8
17/5/85,4.5
18/5/85,7.6
19/5/85,6.9
20/5/85,7.5
21/5/85,8.5
22/5/85,5.5
23/5/85,9.5
24/5/85,7.3
25/5/85,5.4
26/5/85,5.5
27/5/85,8.1
28/5/85,11.2
29/5/85,13.4
30/5/85,11.6
31/5/85,10.1
1/6/85,4.3
2/6/85,5.5
3/6/85,4.4
4/6/85,5.9
5/6/85,5.7
6/6/85,8.2
7/6/85,8.2
8/6/85,4.2
9/6/85,6.5
10/6/85,10
11/6/85,8.8
12/6/85,6.6
13/6/85,7.8
14/6/85,10.1
15/6/85,7.1
16/6/85,7.7
17/6/85,8.5
18/6/85,7.3
19/6/85,6.9
20/6/85,8.4
21/6/85,7.1
22/6/85,6.3
23/6/85,0.6
24/6/85,1.6
25/6/85,7
26/6/85,8.3
27/6/85,8
28/6/85,10.2
29/6/85,10.6
30/6/85,10.4
1/7/85,11.6
2/7/85,11
3/7/85,10.7
4/7/85,7.3
5/7/85,4.2
6/7/85,4.7
7/7/85,5.6
8/7/85,7.7
9/7/85,7.5
10/7/85,4.9
11/7/85,5.9
12/7/85,7.8
13/7/85,5.8
14/7/85,7
15/7/85,8.4
16/7/85,6.2
17/7/85,7.5
18/7/85,4.8
19/7/85,3.3
20/7/85,3.2
21/7/85,7
22/7/85,8.4
23/7/85,0.3
24/7/85,0.3
25/7/85,2.1
26/7/85,8.5
27/7/85,1.4
28/7/85,4.1
29/7/85,10.3
30/7/85,6.6
31/7/85,6.1
1/8/85,7
2/8/85,5.1
3/8/85,6.3
4/8/85,6.9
5/8/85,11.4
6/8/85,10.4
7/8/85,10.3
8/8/85,9.2
9/8/85,7.2
10/8/85,7.5
11/8/85,4
12/8/85,5.6
13/8/85,6.7
14/8/85,8.4
15/8/85,11
16/8/85,8.4
17/8/85,8.8
18/8/85,8.6
19/8/85,8.3
20/8/85,4
21/8/85,3.6
22/8/85,5.7
23/8/85,10.6
24/8/85,6.9
25/8/85,10
26/8/85,9.8
27/8/85,7.2
28/8/85,10.5
29/8/85,3.6
30/8/85,5.3
31/8/85,8.4
1/9/85,10.3
2/9/85,7.9
3/9/85,8.5
4/9/85,7.9
5/9/85,8
6/9/85,9.8
7/9/85,6.7
8/9/85,4.8
9/9/85,9.9
10/9/85,12.8
11/9/85,10.9
12/9/85,11.7
13/9/85,11.7
14/9/85,11
15/9/85,8.2
16/9/85,7.5
17/9/85,5.4
18/9/85,7.2
19/9/85,9.7
20/9/85,8.4
21/9/85,9
22/9/85,8.7
23/9/85,6.6
24/9/85,11.6
25/9/85,13.1
26/9/85,6.7
27/9/85,6.5
28/9/85,7.7
29/9/85,8.7
30/9/85,7.2
1/10/85,10.5
2/10/85,8.6
3/10/85,7.2
4/10/85,11.4
5/10/85,16.2
6/10/85,6.1
7/10/85,9.6
8/10/85,11.1
9/10/85,13.6
10/10/85,10.7
11/10/85,14.7
12/10/85,11.6
13/10/85,7.3
14/10/85,8
15/10/85,9.6
16/10/85,16
17/10/85,15.1
18/10/85,12.8
19/10/85,6.2
20/10/85,7.1
21/10/85,8.4
22/10/85,10
23/10/85,12.7
24/10/85,10
25/10/85,10.2
26/10/85,6.5
27/10/85,9.2
28/10/85,11.9
29/10/85,14.7
30/10/85,11.4
31/10/85,6.8
1/11/85,7.4
2/11/85,11.2
3/11/85,9.2
4/11/85,12.6
5/11/85,16
6/11/85,17.1
7/11/85,15.3
8/11/85,13.3
9/11/85,15.4
10/11/85,13.2
11/11/85,14.4
12/11/85,14
13/11/85,15.5
14/11/85,21
15/11/85,10
16/11/85,9.6
17/11/85,12
18/11/85,12.2
19/11/85,11.3
20/11/85,13.2
21/11/85,10.5
22/11/85,10.1
23/11/85,8.8
24/11/85,13.7
25/11/85,16.2
26/11/85,16
27/11/85,14
28/11/85,13.7
29/11/85,12.5
30/11/85,12.8
1/12/85,12.3
2/12/85,15.2
3/12/85,15
4/12/85,16.4
5/12/85,16.1
6/12/85,14.6
7/12/85,18.2
8/12/85,16.4
9/12/85,16.6
10/12/85,14.7
11/12/85,15.8
12/12/85,14.1
13/12/85,13.5
14/12/85,13.6
15/12/85,13.7
16/12/85,13.6
17/12/85,12.1
18/12/85,12.7
19/12/85,13.3
20/12/85,14.2
21/12/85,15
22/12/85,13.7
23/12/85,12
24/12/85,13.1
25/12/85,13.2
26/12/85,13.3
27/12/85,11.5
28/12/85,10.8
29/12/85,12
30/12/85,16.3
31/12/85,14.4
1/1/86,12.9
2/1/86,13.8
3/1/86,10.6
4/1/86,12.6
5/1/86,13.7
6/1/86,12.6
7/1/86,13.1
8/1/86,15.4
9/1/86,11.9
10/1/86,13.8
11/1/86,14.4
12/1/86,15.2
13/1/86,12.5
14/1/86,12.2
15/1/86,16.1
16/1/86,14.6
17/1/86,11.6
18/1/86,13.1
19/1/86,12.8
20/1/86,15.2
21/1/86,13.8
22/1/86,15
23/1/86,13.5
24/1/86,11.8
25/1/86,15.3
26/1/86,13.5
27/1/86,15.3
28/1/86,13.8
29/1/86,15.8
30/1/86,17.4
31/1/86,15.3
1/2/86,14.6
2/2/86,14.8
3/2/86,10.7
4/2/86,11.6
5/2/86,13.6
6/2/86,14.4
7/2/86,11.8
8/2/86,15.8
9/2/86,16
10/2/86,11.8
11/2/86,14.5
12/2/86,10.7
13/2/86,14.2
14/2/86,19.5
15/2/86,21.4
16/2/86,17.9
17/2/86,17.4
18/2/86,12.7
19/2/86,13.8
20/2/86,14
21/2/86,15
22/2/86,14.5
23/2/86,13.1
24/2/86,11.4
25/2/86,12.5
26/2/86,12
27/2/86,13.4
28/2/86,14.4
1/3/86,17.7
2/3/86,13.9
3/3/86,13.3
4/3/86,14.6
5/3/86,16.4
6/3/86,16.8
7/3/86,20
8/3/86,12.5
9/3/86,12.7
10/3/86,11.7
11/3/86,12.7
12/3/86,8.6
13/3/86,11.9
14/3/86,16
15/3/86,15.2
16/3/86,13.4
17/3/86,11.6
18/3/86,11.1
19/3/86,15.6
20/3/86,17
21/3/86,18.5
22/3/86,17.4
23/3/86,16.5
24/3/86,16.2
25/3/86,16.1
26/3/86,13.2
27/3/86,18
28/3/86,12.8
29/3/86,11.7
30/3/86,16.7
31/3/86,15.6
1/4/86,10.2
2/4/86,10.3
3/4/86,15
4/4/86,18
5/4/86,13.8
6/4/86,10.5
7/4/86,11.8
8/4/86,7.2
9/4/86,11.6
10/4/86,7.4
11/4/86,14.2
12/4/86,12.2
13/4/86,9
14/4/86,12.3
15/4/86,19.7
16/4/86,12.8
17/4/86,12.4
18/4/86,12
19/4/86,12
20/4/86,11.1
21/4/86,12.7
22/4/86,14.2
23/4/86,11.6
24/4/86,12
25/4/86,11.5
26/4/86,8.3
27/4/86,10.5
28/4/86,9
29/4/86,6.9
30/4/86,9.4
1/5/86,11.1
2/5/86,9.1
3/5/86,7.7
4/5/86,10
5/5/86,10.4
6/5/86,8
7/5/86,9.8
8/5/86,12.4
9/5/86,12.9
10/5/86,12.3
11/5/86,6.9
12/5/86,10.5
13/5/86,11
14/5/86,9.7
15/5/86,11.1
16/5/86,11.5
17/5/86,13.4
18/5/86,10.9
19/5/86,12
20/5/86,12.1
21/5/86,10.4
22/5/86,10
23/5/86,9.6
24/5/86,11.3
25/5/86,8.5
26/5/86,6.3
27/5/86,8.2
28/5/86,10.7
29/5/86,10.3
30/5/86,9.5
31/5/86,10.9
1/6/86,10.9
2/6/86,4.3
3/6/86,5.2
4/6/86,11
5/6/86,11.6
6/6/86,10.6
7/6/86,9.4
8/6/86,10
9/6/86,9.6
10/6/86,9.5
11/6/86,9.7
12/6/86,9.6
13/6/86,7
14/6/86,7
15/6/86,6.8
16/6/86,6.9
17/6/86,8
18/6/86,7.6
19/6/86,8.6
20/6/86,5.7
21/6/86,5.5
22/6/86,5.7
23/6/86,5.7
24/6/86,6.6
25/6/86,6
26/6/86,6.9
27/6/86,7.7
28/6/86,8
29/6/86,3.9
30/6/86,0.8
1/7/86,2.8
2/7/86,8
3/7/86,9.8
4/7/86,11.4
5/7/86,8.6
6/7/86,5.2
7/7/86,6.6
8/7/86,5.7
9/7/86,4.6
10/7/86,5.8
11/7/86,7
12/7/86,4.8
13/7/86,4.4
14/7/86,4.4
15/7/86,7.9
16/7/86,10.6
17/7/86,5
18/7/86,7.6
19/7/86,9.2
20/7/86,9.7
21/7/86,8.8
22/7/86,6.8
23/7/86,9.4
24/7/86,11
25/7/86,2.5
26/7/86,2.1
27/7/86,5.4
28/7/86,6.2
29/7/86,7.8
30/7/86,7.4
31/7/86,9.3
1/8/86,9.3
2/8/86,9.5
3/8/86,8.5
4/8/86,10
5/8/86,7.7
6/8/86,9.3
7/8/86,9.1
8/8/86,3.5
9/8/86,3.6
10/8/86,2.5
11/8/86,1.7
12/8/86,2.7
13/8/86,2.9
14/8/86,5.3
15/8/86,7.7
16/8/86,9.1
17/8/86,9.4
18/8/86,7.3
19/8/86,8.4
20/8/86,9.2
21/8/86,6.6
22/8/86,9.7
23/8/86,12.4
24/8/86,10.2
25/8/86,5.9
26/8/86,7.1
27/8/86,7.5
28/8/86,9.7
29/8/86,12.2
30/8/86,5.6
31/8/86,5.4
1/9/86,8.3
2/9/86,10.6
3/9/86,9.1
4/9/86,11.3
5/9/86,10.9
6/9/86,8.9
7/9/86,6.3
8/9/86,9
9/9/86,6.1
10/9/86,9.1
11/9/86,9.6
12/9/86,6
13/9/86,10
14/9/86,11
15/9/86,6.2
16/9/86,8.3
17/9/86,11.3
18/9/86,11.3
19/9/86,6.7
20/9/86,6.6
21/9/86,11.4
22/9/86,6.9
23/9/86,10.6
24/9/86,8.6
25/9/86,11.3
26/9/86,12.5
27/9/86,9.9
28/9/86,6.9
29/9/86,5.5
30/9/86,7.8
1/10/86,11
2/10/86,16.2
3/10/86,9.9
4/10/86,8.7
5/10/86,10.5
6/10/86,12.2
7/10/86,10.6
8/10/86,8.3
9/10/86,5.5
10/10/86,9
11/10/86,6.4
12/10/86,7.2
13/10/86,12.9
14/10/86,12
15/10/86,7.3
16/10/86,9.7
17/10/86,8.4
18/10/86,14.7
19/10/86,9.5
20/10/86,7.9
21/10/86,6.8
22/10/86,12.6
23/10/86,5.2
24/10/86,7.5
25/10/86,8.7
26/10/86,7.6
27/10/86,9
28/10/86,7.2
29/10/86,10.7
30/10/86,13.1
31/10/86,13.9
1/11/86,10.8
2/11/86,10.4
3/11/86,9.1
4/11/86,16
5/11/86,21
6/11/86,16.2
7/11/86,8.6
8/11/86,9.2
9/11/86,12.5
10/11/86,9.7
11/11/86,12.5
12/11/86,10.3
13/11/86,12
14/11/86,11
15/11/86,14.8
16/11/86,15
17/11/86,15.3
18/11/86,10.3
19/11/86,10.7
20/11/86,10.5
21/11/86,8.9
22/11/86,8.1
23/11/86,11.5
24/11/86,12.8
25/11/86,9.1
26/11/86,14.6
27/11/86,11.6
28/11/86,11.2
29/11/86,12.6
30/11/86,7.5
1/12/86,11
2/12/86,14.5
3/12/86,18.5
4/12/86,15.4
5/12/86,13.1
6/12/86,16.3
7/12/86,20.2
8/12/86,11.5
9/12/86,12.4
10/12/86,10.9
11/12/86,12.7
12/12/86,12.2
13/12/86,12.4
14/12/86,9.8
15/12/86,8.5
16/12/86,14.7
17/12/86,12
18/12/86,10.3
19/12/86,11
20/12/86,10.2
21/12/86,12.6
22/12/86,11.6
23/12/86,9.7
24/12/86,13.4
25/12/86,10.5
26/12/86,14.7
27/12/86,14.6
28/12/86,14.2
29/12/86,13.2
30/12/86,11.7
31/12/86,17.2
1/1/87,12.3
2/1/87,13.8
3/1/87,15.3
4/1/87,15.6
5/1/87,16.2
6/1/87,16.3
7/1/87,16.8
8/1/87,11
9/1/87,8.5
10/1/87,13.2
11/1/87,13
12/1/87,12.4
13/1/87,13
14/1/87,16.6
15/1/87,12
16/1/87,12.4
17/1/87,15
18/1/87,11.8
19/1/87,11.6
20/1/87,12.2
21/1/87,13.7
22/1/87,11.2
23/1/87,12.4
24/1/87,11.5
25/1/87,13.8
26/1/87,15.7
27/1/87,12.9
28/1/87,11.5
29/1/87,11
30/1/87,12.7
31/1/87,14.9
1/2/87,16.5
2/2/87,12.8
3/2/87,12.7
4/2/87,12.7
5/2/87,11.6
6/2/87,13.3
7/2/87,15.2
8/2/87,16.4
9/2/87,11.9
10/2/87,15.1
11/2/87,10.6
12/2/87,13.6
13/2/87,12.1
14/2/87,16
15/2/87,16.8
16/2/87,16.6
17/2/87,15.6
18/2/87,15.2
19/2/87,17.7
20/2/87,21
21/2/87,13.4
22/2/87,10.5
23/2/87,9.5
24/2/87,12
25/2/87,10.4
26/2/87,11.5
27/2/87,13.2
28/2/87,15
1/3/87,14.1
2/3/87,12.4
3/3/87,13.4
4/3/87,12.5
5/3/87,14.3
6/3/87,17.6
7/3/87,10.4
8/3/87,9.9
9/3/87,10.2
10/3/87,11.3
11/3/87,9.5
12/3/87,11.8
13/3/87,11.5
14/3/87,10.5
15/3/87,10.8
16/3/87,13
17/3/87,18.5
18/3/87,18.7
19/3/87,15
20/3/87,13
21/3/87,11.3
22/3/87,13
23/3/87,13.3
24/3/87,11
25/3/87,10.3
26/3/87,13
27/3/87,12.3
28/3/87,15.6
29/3/87,10.2
30/3/87,10.8
31/3/87,12
1/4/87,13.3
2/4/87,11.7
3/4/87,12.5
4/4/87,13.7
5/4/87,14.9
6/4/87,20.2
7/4/87,16.3
8/4/87,13.9
9/4/87,10.1
10/4/87,7.3
11/4/87,14
12/4/87,17.7
13/4/87,16.3
14/4/87,10.6
15/4/87,9.7
16/4/87,7.8
17/4/87,10.4
18/4/87,10.4
19/4/87,14.1
20/4/87,7.1
21/4/87,8.1
22/4/87,7.8
23/4/87,10.6
24/4/87,9.1
25/4/87,9
26/4/87,11.9
27/4/87,17.1
28/4/87,16.8
29/4/87,13.5
30/4/87,11.6
1/5/87,7
2/5/87,9.7
3/5/87,9.9
4/5/87,11.2
5/5/87,11.3
6/5/87,11.8
7/5/87,9.9
8/5/87,7.1
9/5/87,9.6
10/5/87,9.8
11/5/87,10.6
12/5/87,12.8
13/5/87,16.5
14/5/87,11.7
15/5/87,12.3
16/5/87,12.2
17/5/87,11.8
18/5/87,10.7
19/5/87,10.2
20/5/87,10
21/5/87,8.3
22/5/87,6.6
23/5/87,9.5
24/5/87,12.3
25/5/87,7.6
26/5/87,9.3
27/5/87,5
28/5/87,4.3
29/5/87,6.4
30/5/87,10.8
31/5/87,7.8
1/6/87,8.5
2/6/87,9.7
3/6/87,10
4/6/87,11
5/6/87,10.2
6/6/87,6.6
7/6/87,6.1
8/6/87,5.9
9/6/87,8.9
10/6/87,13
11/6/87,12.6
12/6/87,5.4
13/6/87,6
14/6/87,7.8
15/6/87,9
16/6/87,4.2
17/6/87,3
18/6/87,4.5
19/6/87,6.2
20/6/87,11.9
21/6/87,11.8
22/6/87,9.4
23/6/87,9.6
24/6/87,9.4
25/6/87,7
26/6/87,8.9
27/6/87,9.3
28/6/87,6.8
29/6/87,7.5
30/6/87,8
1/7/87,8.3
2/7/87,2.7
3/7/87,3.9
4/7/87,4.1
5/7/87,5
6/7/87,5.8
7/7/87,4.4
8/7/87,4.1
9/7/87,5.8
10/7/87,9.1
11/7/87,7.9
12/7/87,5
13/7/87,2.8
14/7/87,4.7
15/7/87,8.9
16/7/87,5.4
17/7/87,7.1
18/7/87,9
19/7/87,9.4
20/7/87,6.3
21/7/87,7
22/7/87,6.4
23/7/87,6.7
24/7/87,1.5
25/7/87,2.9
26/7/87,4.8
27/7/87,6.3
28/7/87,5.7
29/7/87,7
30/7/87,8.8
31/7/87,8.7
1/8/87,9
2/8/87,9.6
3/8/87,8
4/8/87,8.4
5/8/87,8.1
6/8/87,9
7/8/87,5.3
8/8/87,8.9
9/8/87,8.7
10/8/87,4.9
11/8/87,7
12/8/87,7.5
13/8/87,7
14/8/87,9.1
15/8/87,11.8
16/8/87,9.9
17/8/87,5.6
18/8/87,4.2
19/8/87,4.3
20/8/87,8
21/8/87,5.1
22/8/87,9.4
23/8/87,9.1
24/8/87,9.7
25/8/87,10.6
26/8/87,8.6
27/8/87,10.1
28/8/87,11
29/8/87,9.7
30/8/87,5
31/8/87,6.1
1/9/87,5.4
2/9/87,5.8
3/9/87,7.3
4/9/87,6.3
5/9/87,4.8
6/9/87,7.6
7/9/87,8.1
8/9/87,9.5
9/9/87,10.3
10/9/87,7
11/9/87,9
12/9/87,10.2
13/9/87,6.8
14/9/87,9.3
15/9/87,9.8
16/9/87,10.7
17/9/87,7.8
18/9/87,9.2
19/9/87,15
20/9/87,7.8
21/9/87,5.3
22/9/87,9.5
23/9/87,7.6
24/9/87,14
25/9/87,14.9
26/9/87,14.9
27/9/87,19.2
28/9/87,17
29/9/87,13
30/9/87,11.2
1/10/87,9.5
2/10/87,10.3
3/10/87,9.3
4/10/87,11.3
5/10/87,6.5
6/10/87,12
7/10/87,8.3
8/10/87,8.7
9/10/87,8.7
10/10/87,10.2
11/10/87,6.9
12/10/87,4.9
13/10/87,10
14/10/87,7.6
15/10/87,14.5
16/10/87,13.2
17/10/87,9.9
18/10/87,10.1
19/10/87,11.3
20/10/87,10.4
21/10/87,10.9
22/10/87,9.2
23/10/87,10.5
24/10/87,11.4
25/10/87,13.5
26/10/87,9.8
27/10/87,13.1
28/10/87,9.7
29/10/87,11.4
30/10/87,9.9
31/10/87,14.4
1/11/87,19
2/11/87,23
3/11/87,15.4
4/11/87,9.6
5/11/87,10.8
6/11/87,12.1
7/11/87,11
8/11/87,12.6
9/11/87,14.7
10/11/87,11.1
11/11/87,10.1
12/11/87,11.4
13/11/87,13
14/11/87,11.9
15/11/87,9.5
16/11/87,13.5
17/11/87,15.2
18/11/87,18.4
19/11/87,24.1
20/11/87,14.1
21/11/87,10.7
22/11/87,8.7
23/11/87,13.3
24/11/87,11.6
25/11/87,9.9
26/11/87,10.8
27/11/87,11.5
28/11/87,10
29/11/87,13.9
30/11/87,13.6
1/12/87,11.9
2/12/87,11.1
3/12/87,8.2
4/12/87,9.4
5/12/87,12.7
6/12/87,11.6
7/12/87,11
8/12/87,11.3
9/12/87,13.4
10/12/87,14.9
11/12/87,15.2
12/12/87,13.9
13/12/87,15
14/12/87,16.2
15/12/87,17.7
16/12/87,20.5
17/12/87,14.7
18/12/87,12.5
19/12/87,10.9
20/12/87,12.8
21/12/87,12.7
22/12/87,11.2
23/12/87,11.4
24/12/87,11.2
25/12/87,12.1
26/12/87,12.7
27/12/87,16.2
28/12/87,14.2
29/12/87,14.3
30/12/87,13.3
31/12/87,16.7
1/1/88,15.3
2/1/88,14.3
3/1/88,13.5
4/1/88,15
5/1/88,13.6
6/1/88,15.2
7/1/88,17
8/1/88,18.7
9/1/88,16.5
10/1/88,17.4
11/1/88,18.3
12/1/88,18.3
13/1/88,22.4
14/1/88,21.4
15/1/88,20.9
16/1/88,17.6
17/1/88,15.5
18/1/88,16.6
19/1/88,16.2
20/1/88,15.6
21/1/88,14.5
22/1/88,14
23/1/88,15.6
24/1/88,12.3
25/1/88,11.6
26/1/88,12.6
27/1/88,14.9
28/1/88,17.3
29/1/88,21.4
30/1/88,23.4
31/1/88,14.4
1/2/88,14.1
2/2/88,15
3/2/88,14.5
4/2/88,15.1
5/2/88,13.9
6/2/88,13.4
7/2/88,9.2
8/2/88,12.5
9/2/88,15.1
10/2/88,12.1
11/2/88,14.5
12/2/88,16.3
13/2/88,16.5
14/2/88,14.9
15/2/88,13.2
16/2/88,11.8
17/2/88,13.6
18/2/88,16.2
19/2/88,14.1
20/2/88,13.5
21/2/88,15
22/2/88,14.8
23/2/88,16.2
24/2/88,16.2
25/2/88,13.3
26/2/88,15.3
27/2/88,18.4
28/2/88,16.2
29/2/88,16.3
1/3/88,12.4
2/3/88,15.6
3/3/88,14.9
4/3/88,14.8
5/3/88,12.7
6/3/88,14.2
7/3/88,16.8
8/3/88,16.7
9/3/88,16.2
10/3/88,14.5
11/3/88,10
12/3/88,12.6
13/3/88,11.9
14/3/88,11.8
15/3/88,13.4
16/3/88,14.5
17/3/88,15.7
18/3/88,15.3
19/3/88,13.9
20/3/88,13.7
21/3/88,15.1
22/3/88,15.6
23/3/88,14.4
24/3/88,13.9
25/3/88,16.2
26/3/88,16.7
27/3/88,15.5
28/3/88,16.4
29/3/88,17.5
30/3/88,18.2
31/3/88,16.1
1/4/88,16.5
2/4/88,14.6
3/4/88,16.4
4/4/88,13.6
5/4/88,15.9
6/4/88,11.9
7/4/88,14.7
8/4/88,9.4
9/4/88,6.6
10/4/88,7.9
11/4/88,11
12/4/88,15.7
13/4/88,15.2
14/4/88,15.9
15/4/88,10.6
16/4/88,8.3
17/4/88,8.6
18/4/88,12.7
19/4/88,10.5
20/4/88,12
21/4/88,11.1
22/4/88,13
23/4/88,12.4
24/4/88,13.3
25/4/88,15.9
26/4/88,12
27/4/88,13.7
28/4/88,17.6
29/4/88,14.3
30/4/88,13.7
1/5/88,15.2
2/5/88,14.5
3/5/88,14.9
4/5/88,15.5
5/5/88,16.4
6/5/88,14.5
7/5/88,12.6
8/5/88,13.6
9/5/88,11.2
10/5/88,11
11/5/88,12
12/5/88,6.8
13/5/88,10.6
14/5/88,13.1
15/5/88,13.5
16/5/88,11.7
17/5/88,13.2
18/5/88,12
19/5/88,10.4
20/5/88,10
21/5/88,8.2
22/5/88,9.4
23/5/88,10.3
24/5/88,8.1
25/5/88,8.7
26/5/88,12.6
27/5/88,10.9
28/5/88,8.7
29/5/88,9.3
30/5/88,6.3
31/5/88,7.8
1/6/88,10
2/6/88,11
3/6/88,11.1
4/6/88,12.6
5/6/88,10.2
6/6/88,11.1
7/6/88,8.7
8/6/88,9.5
9/6/88,9.7
10/6/88,8.2
11/6/88,5
12/6/88,6.5
13/6/88,12.1
14/6/88,8.9
15/6/88,6.1
16/6/88,2.8
17/6/88,3.7
18/6/88,6.8
19/6/88,6.6
20/6/88,7
21/6/88,7.3
22/6/88,7.9
23/6/88,10.6
24/6/88,8.1
25/6/88,6.7
26/6/88,8
27/6/88,10
28/6/88,6.7
29/6/88,9.4
30/6/88,9.3
1/7/88,6
2/7/88,5.8
3/7/88,4.9
4/7/88,5
5/7/88,8.4
6/7/88,12.3
7/7/88,13
8/7/88,11.4
9/7/88,6.8
10/7/88,7.6
11/7/88,12.4
12/7/88,7.1
13/7/88,7.5
14/7/88,10
15/7/88,5.3
16/7/88,6.3
17/7/88,8
18/7/88,8.3
19/7/88,9.3
20/7/88,9.5
21/7/88,5.6
22/7/88,7
23/7/88,8.5
24/7/88,8.5
25/7/88,8.2
26/7/88,8.5
27/7/88,9.6
28/7/88,9.7
29/7/88,7.1
30/7/88,8.4
31/7/88,9.2
1/8/88,9.8
2/8/88,8.1
3/8/88,9.4
4/8/88,10
5/8/88,5.1
6/8/88,6.7
7/8/88,6.9
8/8/88,6.8
9/8/88,8.6
10/8/88,9.1
11/8/88,3.9
12/8/88,4.8
13/8/88,8.4
14/8/88,11.6
15/8/88,12.1
16/8/88,12.4
17/8/88,10
18/8/88,10.1
19/8/88,9.7
20/8/88,11.7
21/8/88,7.9
22/8/88,8.6
23/8/88,7.7
24/8/88,5.8
25/8/88,8.7
26/8/88,10.6
27/8/88,6.7
28/8/88,8.8
29/8/88,9.7
30/8/88,9
31/8/88,11.8
1/9/88,15.2
2/9/88,10
3/9/88,10.5
4/9/88,5.5
5/9/88,9.4
6/9/88,8.8
7/9/88,5.3
8/9/88,13
9/9/88,15.2
10/9/88,13.2
11/9/88,11.5
12/9/88,6.8
13/9/88,4.7
14/9/88,5.2
15/9/88,6.8
16/9/88,10.7
17/9/88,10.1
18/9/88,10
19/9/88,9.8
20/9/88,5.5
21/9/88,13.5
22/9/88,16.6
23/9/88,8.4
24/9/88,8.2
25/9/88,11.1
26/9/88,10.8
27/9/88,8.8
28/9/88,10.8
29/9/88,8.7
30/9/88,12.4
1/10/88,9
2/10/88,13.5
3/10/88,14.7
4/10/88,10.9
5/10/88,8.5
6/10/88,6
7/10/88,12.7
8/10/88,11.1
9/10/88,8.7
10/10/88,12.3
11/10/88,13.3
12/10/88,5.6
13/10/88,13.7
14/10/88,8.5
15/10/88,11.2
16/10/88,8.7
17/10/88,11.7
18/10/88,12.5
19/10/88,8.2
20/10/88,15.6
21/10/88,10.3
22/10/88,11.4
23/10/88,9.7
24/10/88,6.3
25/10/88,14.3
26/10/88,11.3
27/10/88,7.3
28/10/88,12.8
29/10/88,11.9
30/10/88,14.3
31/10/88,11.6
1/11/88,13.2
2/11/88,15.5
3/11/88,14.1
4/11/88,9.5
5/11/88,7.2
6/11/88,11.8
7/11/88,16.8
8/11/88,12.5
9/11/88,9.4
10/11/88,11.9
11/11/88,10.3
12/11/88,16.9
13/11/88,17.5
14/11/88,7.5
15/11/88,8.6
16/11/88,11.1
17/11/88,11.5
18/11/88,10.7
19/11/88,15.7
20/11/88,12.8
21/11/88,13
22/11/88,12.9
23/11/88,14.3
24/11/88,13.7
25/11/88,12.1
26/11/88,11.9
27/11/88,11.8
28/11/88,11.4
29/11/88,10.3
30/11/88,11.7
1/12/88,12
2/12/88,17.4
3/12/88,16.8
4/12/88,16.2
5/12/88,13
6/12/88,12.5
7/12/88,12.4
8/12/88,16.1
9/12/88,20.2
10/12/88,14.3
11/12/88,11
12/12/88,14.4
13/12/88,15.7
14/12/88,19.7
